"","season_start_year","forecast_date","target","location","target_end_date","forecast_type","type","quantile","value"
"2435",2023,2023-10-28,"8 wk behind","Alaska",2023-09-02,"composite_curve","quantile",0.1,0
"2436",2023,2023-10-28,"8 wk behind","Arizona",2023-09-02,"composite_curve","quantile",0.1,4
"2437",2023,2023-10-28,"9 wk ahead","Alaska",2023-12-30,"composite_curve","quantile",0.1,0
"2438",2023,2023-10-28,"9 wk ahead","Arizona",2023-12-30,"composite_curve","quantile",0.1,324.7
"2439",2023,2023-10-28,"9 wk behind","Alaska",2023-08-26,"composite_curve","quantile",0.1,0
"2440",2023,2023-10-28,"9 wk behind","Arizona",2023-08-26,"composite_curve","quantile",0.1,3.8
"2441",2023,2023-11-04,"0 wk ahead","Alaska",2023-11-04,"composite_curve","quantile",0.1,17
"2442",2023,2023-11-04,"0 wk ahead","Arizona",2023-11-04,"composite_curve","quantile",0.1,38.7
"2443",2023,2023-11-04,"1 wk ahead","Alaska",2023-11-11,"composite_curve","quantile",0.1,14.9
"2444",2023,2023-11-04,"1 wk ahead","Arizona",2023-11-11,"composite_curve","quantile",0.1,63.8
"2445",2023,2023-11-04,"1 wk behind","Alaska",2023-10-28,"composite_curve","quantile",0.1,15.9
"2446",2023,2023-11-04,"1 wk behind","Arizona",2023-10-28,"composite_curve","quantile",0.1,22.5
"2447",2023,2023-11-04,"10 wk ahead","Alaska",2024-01-13,"composite_curve","quantile",0.1,0
"2448",2023,2023-11-04,"10 wk ahead","Arizona",2024-01-13,"composite_curve","quantile",0.1,164.5
"2449",2023,2023-11-04,"10 wk behind","Alaska",2023-08-26,"composite_curve","quantile",0.1,0
"2450",2023,2023-11-04,"10 wk behind","Arizona",2023-08-26,"composite_curve","quantile",0.1,4
"2451",2023,2023-11-04,"11 wk ahead","Alaska",2024-01-20,"composite_curve","quantile",0.1,0
"2452",2023,2023-11-04,"11 wk ahead","Arizona",2024-01-20,"composite_curve","quantile",0.1,96
"2453",2023,2023-11-04,"11 wk behind","Alaska",2023-08-19,"composite_curve","quantile",0.1,0
"2454",2023,2023-11-04,"11 wk behind","Arizona",2023-08-19,"composite_curve","quantile",0.1,4
"2455",2023,2023-11-04,"12 wk ahead","Alaska",2024-01-27,"composite_curve","quantile",0.1,0
"2456",2023,2023-11-04,"12 wk ahead","Arizona",2024-01-27,"composite_curve","quantile",0.1,60
"2457",2023,2023-11-04,"12 wk behind","Alaska",2023-08-12,"composite_curve","quantile",0.1,0
"2458",2023,2023-11-04,"12 wk behind","Arizona",2023-08-12,"composite_curve","quantile",0.1,4
"2459",2023,2023-11-04,"13 wk ahead","Alaska",2024-02-03,"composite_curve","quantile",0.1,0
"2460",2023,2023-11-04,"13 wk ahead","Arizona",2024-02-03,"composite_curve","quantile",0.1,41.6
"2461",2023,2023-11-04,"13 wk behind","Alaska",2023-08-05,"composite_curve","quantile",0.1,0
"2462",2023,2023-11-04,"13 wk behind","Arizona",2023-08-05,"composite_curve","quantile",0.1,4
"2463",2023,2023-11-04,"14 wk ahead","Alaska",2024-02-10,"composite_curve","quantile",0.1,0
"2464",2023,2023-11-04,"14 wk ahead","Arizona",2024-02-10,"composite_curve","quantile",0.1,30.9
"2465",2023,2023-11-04,"14 wk behind","Alaska",2023-07-29,"composite_curve","quantile",0.1,0
"2466",2023,2023-11-04,"14 wk behind","Arizona",2023-07-29,"composite_curve","quantile",0.1,5
"2467",2023,2023-11-04,"15 wk ahead","Alaska",2024-02-17,"composite_curve","quantile",0.1,0
"2468",2023,2023-11-04,"15 wk ahead","Arizona",2024-02-17,"composite_curve","quantile",0.1,22.8
"2469",2023,2023-11-04,"15 wk behind","Alaska",2023-07-22,"composite_curve","quantile",0.1,0
"2470",2023,2023-11-04,"15 wk behind","Arizona",2023-07-22,"composite_curve","quantile",0.1,5
"2471",2023,2023-11-04,"16 wk ahead","Alaska",2024-02-24,"composite_curve","quantile",0.1,0
"2472",2023,2023-11-04,"16 wk ahead","Arizona",2024-02-24,"composite_curve","quantile",0.1,19.7
"2473",2023,2023-11-04,"16 wk behind","Alaska",2023-07-15,"composite_curve","quantile",0.1,0
"2474",2023,2023-11-04,"16 wk behind","Arizona",2023-07-15,"composite_curve","quantile",0.1,6.9
"2475",2023,2023-11-04,"17 wk ahead","Alaska",2024-03-02,"composite_curve","quantile",0.1,0
"2476",2023,2023-11-04,"17 wk ahead","Arizona",2024-03-02,"composite_curve","quantile",0.1,17.8
"2477",2023,2023-11-04,"17 wk behind","Alaska",2023-07-08,"composite_curve","quantile",0.1,0
"2478",2023,2023-11-04,"17 wk behind","Arizona",2023-07-08,"composite_curve","quantile",0.1,9
"2479",2023,2023-11-04,"18 wk ahead","Alaska",2024-03-09,"composite_curve","quantile",0.1,0
"2480",2023,2023-11-04,"18 wk ahead","Arizona",2024-03-09,"composite_curve","quantile",0.1,17.8
"2481",2023,2023-11-04,"18 wk behind","Alaska",2023-07-01,"composite_curve","quantile",0.1,0
"2482",2023,2023-11-04,"18 wk behind","Arizona",2023-07-01,"composite_curve","quantile",0.1,12
"2483",2023,2023-11-04,"19 wk ahead","Alaska",2024-03-16,"composite_curve","quantile",0.1,0
"2484",2023,2023-11-04,"19 wk ahead","Arizona",2024-03-16,"composite_curve","quantile",0.1,15.9
"2485",2023,2023-11-04,"19 wk behind","Alaska",2023-06-24,"composite_curve","quantile",0.1,0
"2486",2023,2023-11-04,"19 wk behind","Arizona",2023-06-24,"composite_curve","quantile",0.1,15
"2487",2023,2023-11-04,"2 wk ahead","Alaska",2023-11-18,"composite_curve","quantile",0.1,10.9
"2488",2023,2023-11-04,"2 wk ahead","Arizona",2023-11-18,"composite_curve","quantile",0.1,106.2
"2489",2023,2023-11-04,"2 wk behind","Alaska",2023-10-21,"composite_curve","quantile",0.1,11
"2490",2023,2023-11-04,"2 wk behind","Arizona",2023-10-21,"composite_curve","quantile",0.1,12.9
"2491",2023,2023-11-04,"20 wk ahead","Alaska",2024-03-23,"composite_curve","quantile",0.1,0
"2492",2023,2023-11-04,"20 wk ahead","Arizona",2024-03-23,"composite_curve","quantile",0.1,15.9
"2493",2023,2023-11-04,"20 wk behind","Alaska",2023-06-17,"composite_curve","quantile",0.1,0
"2494",2023,2023-11-04,"20 wk behind","Arizona",2023-06-17,"composite_curve","quantile",0.1,17.9
"2495",2023,2023-11-04,"21 wk ahead","Alaska",2024-03-30,"composite_curve","quantile",0.1,0
"2496",2023,2023-11-04,"21 wk ahead","Arizona",2024-03-30,"composite_curve","quantile",0.1,15
"2497",2023,2023-11-04,"21 wk behind","Alaska",2023-06-10,"composite_curve","quantile",0.1,0
"2498",2023,2023-11-04,"21 wk behind","Arizona",2023-06-10,"composite_curve","quantile",0.1,21.7
"2499",2023,2023-11-04,"22 wk ahead","Alaska",2024-04-06,"composite_curve","quantile",0.1,0
"2500",2023,2023-11-04,"22 wk ahead","Arizona",2024-04-06,"composite_curve","quantile",0.1,14
"2501",2023,2023-11-04,"22 wk behind","Alaska",2023-06-03,"composite_curve","quantile",0.1,0
"2502",2023,2023-11-04,"22 wk behind","Arizona",2023-06-03,"composite_curve","quantile",0.1,26
"2503",2023,2023-11-04,"23 wk ahead","Alaska",2024-04-13,"composite_curve","quantile",0.1,0
"2504",2023,2023-11-04,"23 wk ahead","Arizona",2024-04-13,"composite_curve","quantile",0.1,13
"2505",2023,2023-11-04,"23 wk behind","Alaska",2023-05-27,"composite_curve","quantile",0.1,0
"2506",2023,2023-11-04,"23 wk behind","Arizona",2023-05-27,"composite_curve","quantile",0.1,33.9
"2507",2023,2023-11-04,"24 wk ahead","Alaska",2024-04-20,"composite_curve","quantile",0.1,0
"2508",2023,2023-11-04,"24 wk ahead","Arizona",2024-04-20,"composite_curve","quantile",0.1,13
"2509",2023,2023-11-04,"24 wk behind","Alaska",2023-05-20,"composite_curve","quantile",0.1,0
"2510",2023,2023-11-04,"24 wk behind","Arizona",2023-05-20,"composite_curve","quantile",0.1,35.9
"2511",2023,2023-11-04,"25 wk ahead","Alaska",2024-04-27,"composite_curve","quantile",0.1,0
"2512",2023,2023-11-04,"25 wk ahead","Arizona",2024-04-27,"composite_curve","quantile",0.1,12
"2513",2023,2023-11-04,"25 wk behind","Alaska",2023-05-13,"composite_curve","quantile",0.1,0
"2514",2023,2023-11-04,"25 wk behind","Arizona",2023-05-13,"composite_curve","quantile",0.1,38
"2515",2023,2023-11-04,"26 wk ahead","Alaska",2024-05-04,"composite_curve","quantile",0.1,0
"2516",2023,2023-11-04,"26 wk ahead","Arizona",2024-05-04,"composite_curve","quantile",0.1,9.9
"2517",2023,2023-11-04,"26 wk behind","Alaska",2023-05-06,"composite_curve","quantile",0.1,0
"2518",2023,2023-11-04,"26 wk behind","Arizona",2023-05-06,"composite_curve","quantile",0.1,44.9
"2519",2023,2023-11-04,"27 wk ahead","Alaska",2024-05-11,"composite_curve","quantile",0.1,0
"2520",2023,2023-11-04,"27 wk ahead","Arizona",2024-05-11,"composite_curve","quantile",0.1,9
"2521",2023,2023-11-04,"27 wk behind","Alaska",2023-04-29,"composite_curve","quantile",0.1,0
"2522",2023,2023-11-04,"27 wk behind","Arizona",2023-04-29,"composite_curve","quantile",0.1,41.9
"2523",2023,2023-11-04,"28 wk ahead","Alaska",2024-05-18,"composite_curve","quantile",0.1,0
"2524",2023,2023-11-04,"28 wk ahead","Arizona",2024-05-18,"composite_curve","quantile",0.1,8.9
"2525",2023,2023-11-04,"28 wk behind","Alaska",2023-04-22,"composite_curve","quantile",0.1,0
"2526",2023,2023-11-04,"28 wk behind","Arizona",2023-04-22,"composite_curve","quantile",0.1,49.9
"2527",2023,2023-11-04,"29 wk ahead","Alaska",2024-05-25,"composite_curve","quantile",0.1,0
"2528",2023,2023-11-04,"29 wk ahead","Arizona",2024-05-25,"composite_curve","quantile",0.1,8.9
"2529",2023,2023-11-04,"29 wk behind","Alaska",2023-04-15,"composite_curve","quantile",0.1,0
"2530",2023,2023-11-04,"29 wk behind","Arizona",2023-04-15,"composite_curve","quantile",0.1,46.8
"2531",2023,2023-11-04,"3 wk ahead","Alaska",2023-11-25,"composite_curve","quantile",0.1,6.9
"2532",2023,2023-11-04,"3 wk ahead","Arizona",2023-11-25,"composite_curve","quantile",0.1,182.8
"2533",2023,2023-11-04,"3 wk behind","Alaska",2023-10-14,"composite_curve","quantile",0.1,7
"2534",2023,2023-11-04,"3 wk behind","Arizona",2023-10-14,"composite_curve","quantile",0.1,9.8
"2535",2023,2023-11-04,"30 wk ahead","Alaska",2024-06-01,"composite_curve","quantile",0.1,0
"2536",2023,2023-11-04,"30 wk ahead","Arizona",2024-06-01,"composite_curve","quantile",0.1,8.8
"2537",2023,2023-11-04,"30 wk behind","Alaska",2023-04-08,"composite_curve","quantile",0.1,1
"2538",2023,2023-11-04,"30 wk behind","Arizona",2023-04-08,"composite_curve","quantile",0.1,41.8
"2539",2023,2023-11-04,"4 wk ahead","Alaska",2023-12-02,"composite_curve","quantile",0.1,4
"2540",2023,2023-11-04,"4 wk ahead","Arizona",2023-12-02,"composite_curve","quantile",0.1,291.2
"2541",2023,2023-11-04,"4 wk behind","Alaska",2023-10-07,"composite_curve","quantile",0.1,4
"2542",2023,2023-11-04,"4 wk behind","Arizona",2023-10-07,"composite_curve","quantile",0.1,6
"2543",2023,2023-11-04,"5 wk ahead","Alaska",2023-12-09,"composite_curve","quantile",0.1,2
"2544",2023,2023-11-04,"5 wk ahead","Arizona",2023-12-09,"composite_curve","quantile",0.1,394.7
"2545",2023,2023-11-04,"5 wk behind","Alaska",2023-09-30,"composite_curve","quantile",0.1,2
"2546",2023,2023-11-04,"5 wk behind","Arizona",2023-09-30,"composite_curve","quantile",0.1,4
"2547",2023,2023-11-04,"6 wk ahead","Alaska",2023-12-16,"composite_curve","quantile",0.1,1
"2548",2023,2023-11-04,"6 wk ahead","Arizona",2023-12-16,"composite_curve","quantile",0.1,458.2
"2549",2023,2023-11-04,"6 wk behind","Alaska",2023-09-23,"composite_curve","quantile",0.1,1
"2550",2023,2023-11-04,"6 wk behind","Arizona",2023-09-23,"composite_curve","quantile",0.1,3
"2551",2023,2023-11-04,"7 wk ahead","Alaska",2023-12-23,"composite_curve","quantile",0.1,1
"2552",2023,2023-11-04,"7 wk ahead","Arizona",2023-12-23,"composite_curve","quantile",0.1,422
"2553",2023,2023-11-04,"7 wk behind","Alaska",2023-09-16,"composite_curve","quantile",0.1,0
"2554",2023,2023-11-04,"7 wk behind","Arizona",2023-09-16,"composite_curve","quantile",0.1,3.7
"2555",2023,2023-11-04,"8 wk ahead","Alaska",2023-12-30,"composite_curve","quantile",0.1,0
"2556",2023,2023-11-04,"8 wk ahead","Arizona",2023-12-30,"composite_curve","quantile",0.1,332.2
"2557",2023,2023-11-04,"8 wk behind","Alaska",2023-09-09,"composite_curve","quantile",0.1,0
"2558",2023,2023-11-04,"8 wk behind","Arizona",2023-09-09,"composite_curve","quantile",0.1,4
"2559",2023,2023-11-04,"9 wk ahead","Alaska",2024-01-06,"composite_curve","quantile",0.1,0
"2560",2023,2023-11-04,"9 wk ahead","Arizona",2024-01-06,"composite_curve","quantile",0.1,267.8
"2561",2023,2023-11-04,"9 wk behind","Alaska",2023-09-02,"composite_curve","quantile",0.1,0
"2562",2023,2023-11-04,"9 wk behind","Arizona",2023-09-02,"composite_curve","quantile",0.1,4.8
"2563",2023,2023-11-11,"0 wk ahead","Alaska",2023-11-11,"composite_curve","quantile",0.1,24
"2564",2023,2023-11-11,"0 wk ahead","Arizona",2023-11-11,"composite_curve","quantile",0.1,13.8
"2565",2023,2023-11-11,"1 wk ahead","Alaska",2023-11-18,"composite_curve","quantile",0.1,18.9
"2566",2023,2023-11-11,"1 wk ahead","Arizona",2023-11-18,"composite_curve","quantile",0.1,21
"2567",2023,2023-11-11,"1 wk behind","Alaska",2023-11-04,"composite_curve","quantile",0.1,26
"2568",2023,2023-11-11,"1 wk behind","Arizona",2023-11-04,"composite_curve","quantile",0.1,10
"2569",2023,2023-11-11,"10 wk ahead","Alaska",2024-01-20,"composite_curve","quantile",0.1,0
"2570",2023,2023-11-11,"10 wk ahead","Arizona",2024-01-20,"composite_curve","quantile",0.1,12.4
"2571",2023,2023-11-11,"10 wk behind","Alaska",2023-09-02,"composite_curve","quantile",0.1,0
"2572",2023,2023-11-11,"10 wk behind","Arizona",2023-09-02,"composite_curve","quantile",0.1,2
"2573",2023,2023-11-11,"11 wk ahead","Alaska",2024-01-27,"composite_curve","quantile",0.1,0
"2574",2023,2023-11-11,"11 wk ahead","Arizona",2024-01-27,"composite_curve","quantile",0.1,10
"2575",2023,2023-11-11,"11 wk behind","Alaska",2023-08-26,"composite_curve","quantile",0.1,0
"2576",2023,2023-11-11,"11 wk behind","Arizona",2023-08-26,"composite_curve","quantile",0.1,2
"2577",2023,2023-11-11,"12 wk ahead","Alaska",2024-02-03,"composite_curve","quantile",0.1,0
"2578",2023,2023-11-11,"12 wk ahead","Arizona",2024-02-03,"composite_curve","quantile",0.1,9.8
"2579",2023,2023-11-11,"12 wk behind","Alaska",2023-08-19,"composite_curve","quantile",0.1,0
"2580",2023,2023-11-11,"12 wk behind","Arizona",2023-08-19,"composite_curve","quantile",0.1,2
"2581",2023,2023-11-11,"13 wk ahead","Alaska",2024-02-10,"composite_curve","quantile",0.1,0
"2582",2023,2023-11-11,"13 wk ahead","Arizona",2024-02-10,"composite_curve","quantile",0.1,8
"2583",2023,2023-11-11,"13 wk behind","Alaska",2023-08-12,"composite_curve","quantile",0.1,0
"2584",2023,2023-11-11,"13 wk behind","Arizona",2023-08-12,"composite_curve","quantile",0.1,2
"2585",2023,2023-11-11,"14 wk ahead","Alaska",2024-02-17,"composite_curve","quantile",0.1,0
"2586",2023,2023-11-11,"14 wk ahead","Arizona",2024-02-17,"composite_curve","quantile",0.1,7
"2587",2023,2023-11-11,"14 wk behind","Alaska",2023-08-05,"composite_curve","quantile",0.1,0
"2588",2023,2023-11-11,"14 wk behind","Arizona",2023-08-05,"composite_curve","quantile",0.1,2
"2589",2023,2023-11-11,"15 wk ahead","Alaska",2024-02-24,"composite_curve","quantile",0.1,0
"2590",2023,2023-11-11,"15 wk ahead","Arizona",2024-02-24,"composite_curve","quantile",0.1,5.8
"2591",2023,2023-11-11,"15 wk behind","Alaska",2023-07-29,"composite_curve","quantile",0.1,0
"2592",2023,2023-11-11,"15 wk behind","Arizona",2023-07-29,"composite_curve","quantile",0.1,2
"2593",2023,2023-11-11,"16 wk ahead","Alaska",2024-03-02,"composite_curve","quantile",0.1,0
"2594",2023,2023-11-11,"16 wk ahead","Arizona",2024-03-02,"composite_curve","quantile",0.1,6
"2595",2023,2023-11-11,"16 wk behind","Alaska",2023-07-22,"composite_curve","quantile",0.1,0
"2596",2023,2023-11-11,"16 wk behind","Arizona",2023-07-22,"composite_curve","quantile",0.1,2
"2597",2023,2023-11-11,"17 wk ahead","Alaska",2024-03-09,"composite_curve","quantile",0.1,0
"2598",2023,2023-11-11,"17 wk ahead","Arizona",2024-03-09,"composite_curve","quantile",0.1,5
"2599",2023,2023-11-11,"17 wk behind","Alaska",2023-07-15,"composite_curve","quantile",0.1,0
"2600",2023,2023-11-11,"17 wk behind","Arizona",2023-07-15,"composite_curve","quantile",0.1,2
"2601",2023,2023-11-11,"18 wk ahead","Alaska",2024-03-16,"composite_curve","quantile",0.1,0
"2602",2023,2023-11-11,"18 wk ahead","Arizona",2024-03-16,"composite_curve","quantile",0.1,4.8
"2603",2023,2023-11-11,"18 wk behind","Alaska",2023-07-08,"composite_curve","quantile",0.1,0
"2604",2023,2023-11-11,"18 wk behind","Arizona",2023-07-08,"composite_curve","quantile",0.1,3
"2605",2023,2023-11-11,"19 wk ahead","Alaska",2024-03-23,"composite_curve","quantile",0.1,0
"2606",2023,2023-11-11,"19 wk ahead","Arizona",2024-03-23,"composite_curve","quantile",0.1,4.8
"2607",2023,2023-11-11,"19 wk behind","Alaska",2023-07-01,"composite_curve","quantile",0.1,0
"2608",2023,2023-11-11,"19 wk behind","Arizona",2023-07-01,"composite_curve","quantile",0.1,3
"2609",2023,2023-11-11,"2 wk ahead","Alaska",2023-11-25,"composite_curve","quantile",0.1,14
"2610",2023,2023-11-11,"2 wk ahead","Arizona",2023-11-25,"composite_curve","quantile",0.1,31.8
"2611",2023,2023-11-11,"2 wk behind","Alaska",2023-10-28,"composite_curve","quantile",0.1,21.9
"2612",2023,2023-11-11,"2 wk behind","Arizona",2023-10-28,"composite_curve","quantile",0.1,9.6
"2613",2023,2023-11-11,"20 wk ahead","Alaska",2024-03-30,"composite_curve","quantile",0.1,0
"2614",2023,2023-11-11,"20 wk ahead","Arizona",2024-03-30,"composite_curve","quantile",0.1,4.8
"2615",2023,2023-11-11,"20 wk behind","Alaska",2023-06-24,"composite_curve","quantile",0.1,0
"2616",2023,2023-11-11,"20 wk behind","Arizona",2023-06-24,"composite_curve","quantile",0.1,4
"2617",2023,2023-11-11,"21 wk ahead","Alaska",2024-04-06,"composite_curve","quantile",0.1,0
"2618",2023,2023-11-11,"21 wk ahead","Arizona",2024-04-06,"composite_curve","quantile",0.1,4
"2619",2023,2023-11-11,"21 wk behind","Alaska",2023-06-17,"composite_curve","quantile",0.1,0
"2620",2023,2023-11-11,"21 wk behind","Arizona",2023-06-17,"composite_curve","quantile",0.1,4.8
"2621",2023,2023-11-11,"22 wk ahead","Alaska",2024-04-13,"composite_curve","quantile",0.1,0
"2622",2023,2023-11-11,"22 wk ahead","Arizona",2024-04-13,"composite_curve","quantile",0.1,4
"2623",2023,2023-11-11,"22 wk behind","Alaska",2023-06-10,"composite_curve","quantile",0.1,0
"2624",2023,2023-11-11,"22 wk behind","Arizona",2023-06-10,"composite_curve","quantile",0.1,5.8
"2625",2023,2023-11-11,"23 wk ahead","Alaska",2024-04-20,"composite_curve","quantile",0.1,0
"2626",2023,2023-11-11,"23 wk ahead","Arizona",2024-04-20,"composite_curve","quantile",0.1,4
"2627",2023,2023-11-11,"23 wk behind","Alaska",2023-06-03,"composite_curve","quantile",0.1,0
"2628",2023,2023-11-11,"23 wk behind","Arizona",2023-06-03,"composite_curve","quantile",0.1,7
"2629",2023,2023-11-11,"24 wk ahead","Alaska",2024-04-27,"composite_curve","quantile",0.1,0
"2630",2023,2023-11-11,"24 wk ahead","Arizona",2024-04-27,"composite_curve","quantile",0.1,3.8
"2631",2023,2023-11-11,"24 wk behind","Alaska",2023-05-27,"composite_curve","quantile",0.1,0
"2632",2023,2023-11-11,"24 wk behind","Arizona",2023-05-27,"composite_curve","quantile",0.1,8.8
"2633",2023,2023-11-11,"25 wk ahead","Alaska",2024-05-04,"composite_curve","quantile",0.1,0
"2634",2023,2023-11-11,"25 wk ahead","Arizona",2024-05-04,"composite_curve","quantile",0.1,3
"2635",2023,2023-11-11,"25 wk behind","Alaska",2023-05-20,"composite_curve","quantile",0.1,0
"2636",2023,2023-11-11,"25 wk behind","Arizona",2023-05-20,"composite_curve","quantile",0.1,10
"2637",2023,2023-11-11,"26 wk ahead","Alaska",2024-05-11,"composite_curve","quantile",0.1,0
"2638",2023,2023-11-11,"26 wk ahead","Arizona",2024-05-11,"composite_curve","quantile",0.1,3
"2639",2023,2023-11-11,"26 wk behind","Alaska",2023-05-13,"composite_curve","quantile",0.1,0
"2640",2023,2023-11-11,"26 wk behind","Arizona",2023-05-13,"composite_curve","quantile",0.1,10
"2641",2023,2023-11-11,"27 wk ahead","Alaska",2024-05-18,"composite_curve","quantile",0.1,0
"2642",2023,2023-11-11,"27 wk ahead","Arizona",2024-05-18,"composite_curve","quantile",0.1,3
"2643",2023,2023-11-11,"27 wk behind","Alaska",2023-05-06,"composite_curve","quantile",0.1,0
"2644",2023,2023-11-11,"27 wk behind","Arizona",2023-05-06,"composite_curve","quantile",0.1,10
"2645",2023,2023-11-11,"28 wk ahead","Alaska",2024-05-25,"composite_curve","quantile",0.1,0
"2646",2023,2023-11-11,"28 wk ahead","Arizona",2024-05-25,"composite_curve","quantile",0.1,3
"2647",2023,2023-11-11,"28 wk behind","Alaska",2023-04-29,"composite_curve","quantile",0.1,0
"2648",2023,2023-11-11,"28 wk behind","Arizona",2023-04-29,"composite_curve","quantile",0.1,10
"2649",2023,2023-11-11,"29 wk ahead","Alaska",2024-06-01,"composite_curve","quantile",0.1,0
"2650",2023,2023-11-11,"29 wk ahead","Arizona",2024-06-01,"composite_curve","quantile",0.1,2
"2651",2023,2023-11-11,"29 wk behind","Alaska",2023-04-22,"composite_curve","quantile",0.1,1
"2652",2023,2023-11-11,"29 wk behind","Arizona",2023-04-22,"composite_curve","quantile",0.1,10
"2653",2023,2023-11-11,"3 wk ahead","Alaska",2023-12-02,"composite_curve","quantile",0.1,9
"2654",2023,2023-11-11,"3 wk ahead","Arizona",2023-12-02,"composite_curve","quantile",0.1,40.8
"2655",2023,2023-11-11,"3 wk behind","Alaska",2023-10-21,"composite_curve","quantile",0.1,15
"2656",2023,2023-11-11,"3 wk behind","Arizona",2023-10-21,"composite_curve","quantile",0.1,6
"2657",2023,2023-11-11,"30 wk ahead","Alaska",2024-06-08,"composite_curve","quantile",0.1,0
"2658",2023,2023-11-11,"30 wk ahead","Arizona",2024-06-08,"composite_curve","quantile",0.1,2
"2659",2023,2023-11-11,"30 wk behind","Alaska",2023-04-15,"composite_curve","quantile",0.1,1
"2660",2023,2023-11-11,"30 wk behind","Arizona",2023-04-15,"composite_curve","quantile",0.1,10.8
"2661",2023,2023-11-11,"4 wk ahead","Alaska",2023-12-09,"composite_curve","quantile",0.1,5
"2662",2023,2023-11-11,"4 wk ahead","Arizona",2023-12-09,"composite_curve","quantile",0.1,46.4
"2663",2023,2023-11-11,"4 wk behind","Alaska",2023-10-14,"composite_curve","quantile",0.1,9
"2664",2023,2023-11-11,"4 wk behind","Arizona",2023-10-14,"composite_curve","quantile",0.1,4
"2665",2023,2023-11-11,"5 wk ahead","Alaska",2023-12-16,"composite_curve","quantile",0.1,2.9
"2666",2023,2023-11-11,"5 wk ahead","Arizona",2023-12-16,"composite_curve","quantile",0.1,43.8
"2667",2023,2023-11-11,"5 wk behind","Alaska",2023-10-07,"composite_curve","quantile",0.1,4
"2668",2023,2023-11-11,"5 wk behind","Arizona",2023-10-07,"composite_curve","quantile",0.1,3.6
"2669",2023,2023-11-11,"6 wk ahead","Alaska",2023-12-23,"composite_curve","quantile",0.1,1
"2670",2023,2023-11-11,"6 wk ahead","Arizona",2023-12-23,"composite_curve","quantile",0.1,36.8
"2671",2023,2023-11-11,"6 wk behind","Alaska",2023-09-30,"composite_curve","quantile",0.1,2
"2672",2023,2023-11-11,"6 wk behind","Arizona",2023-09-30,"composite_curve","quantile",0.1,2
"2673",2023,2023-11-11,"7 wk ahead","Alaska",2023-12-30,"composite_curve","quantile",0.1,1
"2674",2023,2023-11-11,"7 wk ahead","Arizona",2023-12-30,"composite_curve","quantile",0.1,29.6
"2675",2023,2023-11-11,"7 wk behind","Alaska",2023-09-23,"composite_curve","quantile",0.1,1
"2676",2023,2023-11-11,"7 wk behind","Arizona",2023-09-23,"composite_curve","quantile",0.1,2
"2677",2023,2023-11-11,"8 wk ahead","Alaska",2024-01-06,"composite_curve","quantile",0.1,0
"2678",2023,2023-11-11,"8 wk ahead","Arizona",2024-01-06,"composite_curve","quantile",0.1,24
"2679",2023,2023-11-11,"8 wk behind","Alaska",2023-09-16,"composite_curve","quantile",0.1,0
"2680",2023,2023-11-11,"8 wk behind","Arizona",2023-09-16,"composite_curve","quantile",0.1,2
"2681",2023,2023-11-11,"9 wk ahead","Alaska",2024-01-13,"composite_curve","quantile",0.1,0
"2682",2023,2023-11-11,"9 wk ahead","Arizona",2024-01-13,"composite_curve","quantile",0.1,16.8
"2683",2023,2023-11-11,"9 wk behind","Alaska",2023-09-09,"composite_curve","quantile",0.1,0
"2684",2023,2023-11-11,"9 wk behind","Arizona",2023-09-09,"composite_curve","quantile",0.1,2
"2685",2023,2023-11-18,"0 wk ahead","Alaska",2023-11-18,"composite_curve","quantile",0.1,16
"2686",2023,2023-11-18,"0 wk ahead","Arizona",2023-11-18,"composite_curve","quantile",0.1,7.4
"2687",2023,2023-11-18,"1 wk ahead","Alaska",2023-11-25,"composite_curve","quantile",0.1,11.9
"2688",2023,2023-11-18,"1 wk ahead","Arizona",2023-11-25,"composite_curve","quantile",0.1,9.8
"2689",2023,2023-11-18,"1 wk behind","Alaska",2023-11-11,"composite_curve","quantile",0.1,20.8
"2690",2023,2023-11-18,"1 wk behind","Arizona",2023-11-11,"composite_curve","quantile",0.1,5
"2691",2023,2023-11-18,"10 wk ahead","Alaska",2024-01-27,"composite_curve","quantile",0.1,0
"2692",2023,2023-11-18,"10 wk ahead","Arizona",2024-01-27,"composite_curve","quantile",0.1,4.8
"2693",2023,2023-11-18,"10 wk behind","Alaska",2023-09-09,"composite_curve","quantile",0.1,0
"2694",2023,2023-11-18,"10 wk behind","Arizona",2023-09-09,"composite_curve","quantile",0.1,3
"2695",2023,2023-11-18,"11 wk ahead","Alaska",2024-02-03,"composite_curve","quantile",0.1,0
"2696",2023,2023-11-18,"11 wk ahead","Arizona",2024-02-03,"composite_curve","quantile",0.1,4
"2697",2023,2023-11-18,"11 wk behind","Alaska",2023-09-02,"composite_curve","quantile",0.1,0
"2698",2023,2023-11-18,"11 wk behind","Arizona",2023-09-02,"composite_curve","quantile",0.1,3
"2699",2023,2023-11-18,"12 wk ahead","Alaska",2024-02-10,"composite_curve","quantile",0.1,0
"2700",2023,2023-11-18,"12 wk ahead","Arizona",2024-02-10,"composite_curve","quantile",0.1,4
"2701",2023,2023-11-18,"12 wk behind","Alaska",2023-08-26,"composite_curve","quantile",0.1,0
"2702",2023,2023-11-18,"12 wk behind","Arizona",2023-08-26,"composite_curve","quantile",0.1,3
